ID,BAL_LIMIT,SEX,EDUCATION,MARRIAGE,AGE,BILLED_AMT1,BILLED_AMT2,BILLED_AMT3,BILLED_AMT4,BILLED_AMT5,BILLED_AMT6,PAID_AMT1,PAID_AMT2,PAID_AMT3,PAID_AMT4,PAID_AMT5,PAID_AMT6,PAST_1,PAST_2,PAST_3,PAST_4,PAST_5,PAST_6,PAID_NEXT_MONTH
15193,60000,2,2,1,38,115785.2,118738.4,120653.6,125680.4,33654,36200,3298,2857.2,5480,6000,3000,0,0,0,0,0,0,0,1
15194,40000,2,1,2,35,1366.8,2946.4,4858.4,300.8,2372.4,3142,2960,4858.4,300.8,2372.4,3142,1586.4,-2,-2,-2,-2,-2,-2,1
15195,112000,2,2,1,45,0,1620.4,478.4,7950,239.6,340,1620.4,498,7950,239.6,340,74,1,-1,-1,-1,-1,-1,0
15196,100000,1,1,1,44,-3.2,-3.2,652.8,-35.2,6980.4,17591.2,0,656,0,7015.6,17678.8,703.2,1,-2,-1,-1,-1,-1,1
15197,20000,2,2,2,38,14931.6,13016,10640.4,10943.2,11206.8,11437.2,600,600,480,440,416.8,403.6,0,0,0,0,0,0,0
15198,60000,2,2,1,39,40156,43513.6,44162,42526.8,12362.4,12582.8,4640,1920,0,496,480,480,2,2,2,2,0,0,1
15199,8000,1,2,2,24,8325.2,7866.4,8030.4,7950,7863.6,7724,400,8280,800,320,186,400,0,0,-1,0,0,0,1
15200,32000,2,2,1,38,27904,24178,20342.8,15925.2,16099.2,16374,1000,824.4,565.2,584,700.4,783.2,0,0,0,0,0,0,0
15201,72000,2,2,2,36,16679.6,17124.8,17652.8,9837.6,10274.4,10712,720,840,600,600,600,480,0,0,0,0,0,0,1
15202,24000,1,3,1,33,27724.4,24023.6,21940.4,15545.2,15654,15619.6,0,917.2,546.8,562.8,564,560,1,2,0,0,0,0,0
15203,32000,1,2,1,42,28631.2,28758.4,29497.6,29428.8,29210,29234.8,1202.8,2004.8,1247.6,1202.8,1244,1240.4,0,0,0,0,0,0,1
15204,200000,2,2,1,52,6793.6,34708.8,21268,11448.8,7656,0,34801.6,21276.8,11448.8,7656,0,8084.4,-2,-1,-1,-1,-1,-1,1
15205,32000,1,2,1,45,174,1798,2133.2,2854.4,3039.6,3021.6,1798,600,1000,400,200,400,-1,-1,0,0,0,0,1
15206,8000,2,1,2,25,6891.6,7036.4,7100,6870,7486.4,7512.8,520,872,0,727.2,400,272,0,0,0,2,0,0,1
15207,84000,2,2,2,32,661.6,13302.8,13758,14128.4,14499.6,14818.8,12800,800,600,600,560,640,-1,0,0,0,0,0,1
15208,8000,2,3,2,25,6972.8,466,7730,7724.4,7372,160,466,7730,154.4,147.6,160,2050,-1,-1,-1,0,0,-1,1
15209,140000,2,3,1,66,12290.4,11055.6,11556,12436,12906,13494.8,1200,800,1200,800,800,800,0,0,0,0,0,0,1
15210,200000,2,2,1,53,3545.6,584.8,7461.2,18156.4,584,232,584.8,7464.4,18160.8,584,232,635.2,-2,-2,-2,-2,-2,-2,1
15211,200000,1,1,1,39,24821.2,18755.2,20313.2,21281.6,22778.4,23357.6,30336,2000,2004.8,4000,2000,4000,0,0,0,0,0,0,1
15212,56000,2,2,1,28,51998.4,52801.6,50910,19489.6,19550,19866.8,2800,2000,800,800,800,800,0,0,0,0,0,0,1
15213,80000,2,1,1,40,6039.6,2548,2396.4,2919.2,3690,1628.8,2548,2396.4,2919.2,842,4099.6,0,-2,-2,-2,-2,-2,-2,1
15214,144000,1,1,2,31,909.2,468,0,0,3188.8,3310,470,0,0,3188.8,174,1178.8,-1,-1,-1,-2,-1,0,1
15215,48000,2,2,1,59,0,257.6,150.8,0,0,0,257.6,150.8,0,0,0,0,-2,-2,-2,-2,-2,-2,1
15216,36000,2,2,1,28,35978.8,36771.6,35373.2,35204,35125.6,35132.4,2000,1720,1400,1400,1480,1240,2,0,0,0,0,0,1
15217,32000,2,2,2,31,21613.2,21038,22683.6,22080.4,27708,28232.8,0,2000,0,6000,1040,0,1,2,2,2,2,2,1
15218,104000,2,1,2,41,92409.6,83247.6,85287.6,80842.4,83556,86182,4000,4000,3200,4000,4000,8000,0,0,0,0,0,0,1
15219,40000,2,2,2,25,356.8,872,4350.4,4685.6,2870.8,4182,872,4350.4,1200,2870.8,4182,1127.6,-1,-1,-1,0,-1,-1,1
15220,12000,1,1,2,28,10868.8,10800,312,0,12210,0,400,312,0,12210,0,0,0,0,-1,-1,-1,-1,1
15221,116000,2,2,1,34,30553.2,31280,31890.4,32356,32646,30264.4,1360,1480,1440,1200,1200,1200,0,0,0,0,0,0,1
15222,20000,1,2,2,32,20967.6,20523.6,20454,19348.4,22517.6,24503.6,0,1000,908.4,20000,4040,1200,1,2,0,0,0,0,1
15223,52000,2,3,2,25,2287.6,6231.2,7954.8,4663.6,4694,3416.4,4000,2000,800,800,800,400,-1,0,0,0,0,0,1
15224,8000,1,2,2,26,5019.6,4620.8,2648.8,2492.8,156,372,927.6,0,0,0,372,0,0,0,2,0,0,-1,0
15225,20000,1,2,2,26,11185.2,11486,11752.4,11656,10008.8,11843.2,800.4,800.4,405.6,402.4,2801.6,401.2,0,0,0,0,0,0,1
15226,44000,2,2,1,42,37055.2,36362,38307.2,38801.6,39602,40485.2,240,2920,1480,1480,1600,1520,1,2,2,2,2,2,1
15227,100000,1,1,2,43,69.2,69.2,629.2,560,0,0,0,560,0,0,0,0,-1,3,2,2,2,-2,0
15228,40000,1,2,1,31,32735.6,33112.4,34214.4,36007.2,36460.4,35771.6,1280,2000,2720,1400,0,1360,2,2,2,2,3,3,0
15229,12000,2,2,2,27,7723.6,8003.6,8413.6,8820,8996,9184.4,530,540,546.4,322.4,333.6,334.4,0,0,0,0,0,0,0
15230,72000,2,2,2,48,762,981.2,2798.8,1225.6,863.2,3732.4,981.2,2798.8,1225.6,863.2,3732.4,0,-2,-2,-2,-2,-2,-2,1
15231,152000,2,1,2,33,110.4,110.4,0,78420,80851.6,118356.4,110.4,0,80851.6,3800,39400,6800,-2,-2,-2,-1,0,0,1
15232,120000,2,2,1,40,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,1
15233,76000,2,2,2,55,69223.2,53279.2,52756.4,53406.4,54003.2,54594.4,2520,2000,2000,2000,2040,2000,0,0,0,0,0,0,1
15234,36000,2,2,2,26,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,0
15235,168000,2,2,1,42,1590.4,1156.8,1156,1356.4,963.6,1708,1166.4,3159.2,1360.4,966.4,1712.4,1514,-2,-2,-2,-2,-2,-1,0
15236,84000,2,2,1,29,68258.4,69653.6,66838,64629.2,48944.8,46497.2,3120,6.4,2720,1520,2053.6,1600,2,2,2,0,0,0,0
15237,80000,2,2,2,29,14830.4,7352.8,7533.6,0,0,0,2000,7533.6,24000,0,0,0,0,0,-1,-1,-2,-2,1
15238,40000,2,2,2,31,38082,40815.6,39801.6,37781.2,39884.4,39177.6,3720,0,1360,2720,0,1400,0,0,2,0,0,2,0
15239,20000,2,2,1,49,18468,18862,19220.8,19796.4,11447.2,11686.8,702,800,918,400,419.2,423.2,0,0,0,0,0,0,1
15240,60000,2,1,2,26,116.4,116.4,116.4,116.4,263.2,176.4,116.4,116.4,116.4,263.2,176.4,478.8,-1,-1,-1,-1,-1,-1,0
15241,56000,1,1,2,29,11900.4,57480.4,55224.8,34695.2,17366.8,14959.2,57485.2,2221.6,1447.6,1200.8,776,1168.4,0,-1,0,0,0,0,1
15242,32000,1,5,2,26,21196.4,20078,17764,9059.6,8260,0,848.4,943.2,1249.2,600,0,0,0,0,0,0,0,0,1
15243,20000,2,2,1,30,16587.2,16202.8,16585.6,14133.6,10750,9335.2,0,788,730.8,417.6,397.2,799.6,1,2,0,0,0,0,1
15244,44000,1,2,1,51,20558,20721.2,21155.2,21828,22147.2,22649.2,742,768.4,1025.2,920,920,681.6,0,0,0,0,0,0,1
15245,16000,1,1,2,47,4226.8,105.6,1372,-58.8,268.8,2163.2,105.6,1372,0,9868.8,2000,1208,-1,-1,-1,-1,-1,0,1
15246,20000,2,2,1,34,126.4,112.8,126.4,126.4,126.4,126.4,112.8,140,126.4,126.4,126.4,126.4,-1,-1,-1,-1,-1,-1,1
15247,20000,1,1,2,31,303.6,144,144,144,144,144,144,144,144,144,144,144,-1,-1,-1,-1,-1,-1,1
15248,140000,1,1,2,35,59336.4,3238,6018.8,1288,8184.4,1299.6,3362,6020.8,1522,8186.8,1301.2,10867.2,-1,-1,-1,-1,-1,-1,1
15249,72000,2,2,1,28,962.4,964,822.8,956.8,593.2,864.4,964,822.8,956.8,593.2,864.4,872.4,-1,-1,-1,-1,-1,-1,1
15250,8000,1,3,2,63,7531.2,4160,0,0,0,0,560,0,0,0,0,0,2,0,0,-2,-2,-2,1
15251,60000,2,3,1,54,68,362,481.2,825.6,1138.8,0,450,481.2,825.6,1138.8,0,0,-1,-1,-1,-1,-1,-1,1
15252,80000,1,3,1,71,33543.2,26791.6,26291.2,25796,21274.4,20854.4,1282.8,1216.8,840,803.2,1003.2,800,0,0,0,0,0,0,1
15253,36000,2,2,1,49,11390.8,11487.2,11538.8,11498.8,11670.8,11780.8,800,800,800,800,800,800,0,0,0,0,0,0,1
15254,64000,2,2,2,25,48935.6,54911.2,54628.8,38046,38738.8,40577.2,7407.2,1343.2,0,1280,3200,1746.4,0,0,2,2,0,0,1
15255,32000,2,2,1,34,11363.2,10278,4621.2,940,0,0,503.6,414,640,0,0,0,0,0,0,0,0,-2,1
15256,12000,2,2,2,25,4950.4,5390,5189.2,6057.6,5841.2,6306.8,640,0,1080,0,560,0,2,2,2,2,2,2,0
15257,120000,2,2,1,41,808.8,214.8,56.8,262.4,248,200.8,214.8,56.8,262.4,248,200.8,56.8,-2,-2,-2,-2,-2,-2,1
15258,60000,2,2,1,43,762.4,1993.2,4811.6,5528.4,597.2,891.6,2000.8,4816,5528.4,597.2,891.6,822.8,-2,-2,-2,-1,-1,-1,1
15259,32000,2,2,2,38,1586.4,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,1
15260,92000,2,1,2,31,0,64.8,451.6,452,452,452,64.8,456,452,0,0,0,1,-1,-1,-1,0,0,1
15261,20000,2,1,2,29,7050.4,6715.6,5178.4,8260,8260,1011.6,618.8,3200,3200,8260,1011.6,0,-1,0,0,0,-1,-1,1
15262,16000,1,3,1,45,16437.6,14621.6,15027.2,15325.6,15656.4,16092.4,644.4,650,548.4,577.6,706,513.2,0,0,0,0,0,0,0
15263,12000,2,2,2,25,127.2,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,1
15264,28000,2,2,2,32,4059.6,4581.6,3855.2,3504.4,3428.8,3709.6,800,800,0,400,400,1600,0,0,0,2,0,0,1
15265,20000,2,1,1,45,19927.6,19756,20244.8,11990,12223.6,11773.2,890.8,979.6,711.2,952.8,0,500.4,0,0,0,0,0,2,0
15266,180000,2,3,2,28,11506,9868.8,9238,8310.4,2475.6,958.4,685.6,804.8,442.8,8.4,204.8,32432.4,0,0,0,0,0,0,1
15267,4000,1,3,2,29,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,1
15268,200000,2,1,1,40,240,120,200.4,120,240,180,0,200.4,120,240,120,240,-1,2,-1,-1,-1,0,1
15269,32000,1,2,1,39,17324.4,6539.2,3744,2518,5937.6,11626,2150.8,3753.2,2518,4007.2,8775.6,2000.8,0,0,-1,-1,0,0,1
15270,24000,1,1,2,32,23983.6,19897.6,19302.8,18541.2,18192.4,19349.2,4008,1600,1600,0,1520,0,0,0,0,0,2,2,1
15271,44000,1,1,1,35,18984,20480,-80,-80,-80,-80,2000,0,0,0,0,400,0,0,0,-2,-2,-2,0
15272,48000,2,2,1,35,0,0,0,0,78.8,0,0,0,0,78.8,0,0,1,-2,-2,-2,-1,-1,1
15273,20000,2,2,2,33,31184.8,19238,20153.2,19594.8,19517.2,19331.2,1200,1354.8,654.8,492.4,1342.4,254.4,0,0,0,0,0,0,1
15274,112000,2,2,1,36,3641.2,2567.6,4786.4,2337.6,3597.6,5852.4,2575.6,4816.8,2337.6,1868.8,5889.6,1771.6,-2,-2,-2,-2,-2,-2,1
15275,8000,2,1,2,25,6990.4,7522.8,6313.6,7624.8,7777.6,8001.6,800,600,1720,249.6,320,240,2,0,0,0,0,0,0
15276,72000,2,2,2,26,21742.8,7774,4687.2,2106,1580,108,504,400,42,31.6,108,0,0,0,0,0,0,-1,1
15277,116000,2,1,1,36,0,0,440,2400,1413.2,352,0,440,2400,1413.2,352,77.2,-2,-2,-2,-2,-2,-2,1
15278,104000,1,1,2,28,100121.2,79340,75804,71495.2,73189.2,74893.2,2826,2821.6,2600,2800,2800.4,4000,0,0,0,0,0,0,1
15279,28000,2,2,2,24,23155.6,13547.2,13356,10582.8,10866,11024.8,636.8,598.8,378.8,453.6,400,408.4,0,0,0,0,0,0,1
15280,84000,1,1,2,32,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,0
15281,168000,2,2,2,30,10874.4,11103.6,8441.2,8886.8,9376,24433.6,2003.6,2002.4,2000,2000,24433.6,1200,-1,0,0,0,0,-1,1
15282,52000,2,2,1,47,50736,46698.4,23935.6,0,0,0,2119.2,1042.4,0,0,0,0,0,0,0,0,-2,-2,1
15283,124000,2,1,2,27,106508,109487.6,94318.4,75212.4,68359.2,27347.6,4670.8,3362.4,2400,2029.6,1200,1200,2,0,0,0,0,0,0
15284,40000,2,1,2,28,0,0,0,0,0,0,0,0,0,0,0,60,1,-2,-2,-2,-2,-2,1
15285,124000,2,2,1,36,1661.2,879.6,2226,1620,1968.8,6144.8,400.8,2226,1620,1968.8,6144.8,4800,0,0,-1,-1,-1,-1,1
15286,140000,1,2,2,36,15208.4,11797.2,12735.2,12947.6,13391.2,33321.6,1200,1200,1200,600,20800,1200,0,0,0,0,0,0,1
15287,20000,2,2,2,26,18557.2,20008.8,20358,19439.2,19067.2,18160,1880,800,0,880,800,800,0,0,2,2,0,0,1
15288,200000,2,2,2,33,17527.2,18008.4,19713.2,26457.6,30076.4,32247.6,2000,2016,7041.6,4000,4000,4080,0,0,0,0,0,0,1
15289,192000,1,1,1,51,150474.4,155928.8,160792.8,164277.6,162974.4,163123.6,8000,7200,6000,6000,5600,5200,0,0,0,0,0,0,1
15290,32000,2,1,2,30,1954,1392.8,1700.4,1618.8,1418.8,88.4,0,400,200,400,0,400,1,2,0,0,0,2,1
15291,100000,2,2,1,38,42990.4,34800,19264.8,19521.2,16482.8,13916.8,2057.2,4010,4029.6,4019.6,4030.4,4004.8,0,0,0,0,0,0,1
15292,12000,2,2,1,40,11500.4,9527.6,6146.8,4063.6,3943.6,3344,1035.2,621.2,413.2,152.4,153.6,161.6,0,0,0,0,0,0,1
15293,20000,1,1,2,27,19742.8,19993.2,20206.4,20394.8,19584,19476.4,840,800,1000,800,720,800,0,0,0,0,0,0,1
15294,128000,2,2,2,35,2977.6,2302,13963.6,6525.2,3711.6,2329.6,2313.2,14027.6,1736.4,18.4,2339.6,19346.4,-1,-1,-1,0,0,-1,1
15295,80000,2,1,2,29,3466.4,3894.8,6405.2,11488,9442.8,9654,489.6,2600,6000,1442.8,273.6,2000,0,0,0,0,0,0,1
15296,24000,2,2,1,40,11010.8,12686,14340,14866,15796,10341.6,2000,2000,800,1159.2,0,1200,0,0,0,0,0,2,1
15297,8000,2,2,2,25,3458.8,3893.6,4237.6,4400.8,4643.2,3674.4,492.8,436.8,200,400,200,200,0,0,0,0,0,0,1
15298,188000,1,1,1,41,2228.8,1438,9126.4,944,1682.4,2210.8,1438,9126.4,944,1742.4,2210.8,2568,-1,-1,-1,-1,-1,-1,1
15299,20000,2,1,2,28,2320,3275.6,3163.6,3906.8,3786.4,4520,1000,0,800,0,800,160,0,0,2,2,2,2,0
15300,56000,1,2,2,50,47986,49977.6,49960.4,51870,48516.8,48537.2,3402.4,1882.4,3785.2,6.4,2000.8,4002.4,0,0,2,2,2,0,1
15301,56000,2,2,1,39,26345.2,25521.2,24799.2,25406.8,24985.2,24867.2,1200,4000,2600,1560,2680,800,-1,0,0,0,0,0,1
15302,72000,1,3,2,41,20598.4,20635.2,20747.6,21199.6,20838.4,21081.6,735.2,800,987.2,740,763.6,760.8,0,0,0,0,0,0,1
15303,132000,2,1,1,38,0,0,0,187.6,60,1464.4,0,0,187.6,60,1464.4,1520,1,-2,-2,-1,-1,-1,1
15304,84000,1,2,1,43,59737.2,58127.6,34534,27868,23800.8,47797.6,0,2000,1440,800,800,2000,1,2,0,0,0,0,1
15305,88000,2,1,1,46,13804,13464.4,13965.2,14533.6,15491.6,15624.8,0,840,800,1200,440,680,2,2,0,0,0,2,0
15306,56000,2,1,1,47,920,193.2,194.8,404.4,209.6,414.8,193.2,194.8,404.4,0,400,389.6,-1,-1,-1,-1,0,0,1
15307,112000,1,2,2,32,104640.8,106895.2,109580.4,105088,52153.6,40872.4,4000,4430,3588.8,2072.8,4000,1600,0,0,0,0,0,0,1
15308,72000,1,2,2,36,-6.4,-6.4,-6.4,340,0,0,0,0,346.4,0,0,0,-2,-2,-2,-2,-2,-2,1
15309,20000,2,2,2,26,6676.4,6164.8,4968,5262.4,11326,11563.2,1400,0,531.6,11731.2,419.6,474.4,0,0,2,0,-1,0,1
15310,88000,2,1,1,48,99779.6,97406.8,91347.2,89765.6,78491.6,76020,3800.4,0,4000,2880,2800.4,2760,3,2,2,0,0,0,1
15311,244000,1,1,2,37,107868.8,109952.8,110754.8,104304.4,106698.8,108754.4,4000,4400,4000,4400,4000,4000,0,0,0,0,0,0,1
15312,108000,1,1,2,34,18846.4,19108.4,20565.6,21197.2,21984.8,22609.2,800,2000,1200,1600,1200,1200,0,0,0,0,0,0,1
15313,8000,1,2,1,61,-485.2,12128.8,8013.2,7948.4,6164,7587.6,20832.8,6320,800,8034,15628,10000,1,-1,0,0,-1,-1,1
15314,12000,2,2,1,43,10237.6,8594,8928,9573.2,9096.8,1000,0,520,2000,378,740,424,2,2,0,0,0,-1,0
15315,32000,2,2,1,42,1066.8,814,12877.6,691.6,236,3851.2,814,12877.6,691.6,236,3851.2,6423.6,-1,-1,-1,-1,-1,-1,1
15316,112000,2,2,1,46,3885.2,105.6,100.8,1052.8,2164,2333.6,105.6,100.8,1062.4,2164,2333.6,0,-1,-1,-1,-1,-1,-1,1
15317,32000,2,2,1,31,21013.2,22536,22808.8,22032.4,22140,22362.4,2048,1040,0,880,811.2,1200,0,0,2,2,0,0,1
15318,200000,2,2,1,43,110382.4,110877.2,113679.2,114167.6,104429.2,93337.2,6000,5200,4000,4000,4000,4000,0,0,0,0,0,0,1
15319,24000,2,1,2,26,14055.2,14310.4,13913.2,12863.2,11596.4,11373.6,621.2,800,603.2,432,401.2,400,0,0,0,0,0,0,1
15320,88000,2,1,1,43,97293.6,95268.8,92978.4,91120,90017.6,88942.4,0,0,0,0,0,2400,7,6,5,4,3,2,0
15321,52000,2,1,2,26,50749.6,51934.8,52532.8,39151.2,39837.6,39466.8,2600,2160,1378.4,1424.4,1600,1480,2,0,0,0,0,0,0
15322,12000,1,3,1,44,156,156,156,96,528,312,156,156,96,588,0,0,-1,-1,-1,-1,-1,2,1
15323,32000,2,2,1,43,31212.8,23662.4,24425.2,22480.8,10310,9875.2,852,2321.6,48.4,401.2,341.2,776.4,0,0,0,2,0,0,1
15324,60000,2,2,1,39,43513.6,44162,42526.8,12362.4,12582.8,12853.6,1920,0,496,480,480,520,1,2,2,0,0,0,0
15325,44000,2,2,2,41,44613.2,44146.8,45189.6,43356,42872,42923.6,2200,2360,2200,2000,2000,1720,0,0,0,0,0,0,1
15326,144000,1,2,2,40,0,0,0,0,1275.6,71034,0,0,0,1275.6,70800,2000,-2,-2,-2,-2,-1,0,1
15327,88000,2,2,1,54,8083.2,2073.2,1450.8,1185.2,902.4,-47.6,2083.6,1459.6,1190.8,906.8,0,0,-1,-1,-2,-2,-2,-2,1
15328,80000,2,1,1,40,1529.6,2446,4780,2924.4,7406.8,2714.8,2446,4780,2924.4,7426.8,2714.8,2661.2,-1,-1,-1,-1,-1,-1,1
15329,32000,2,1,2,28,31251.2,28433.2,23486,15755.6,4804.8,1160,1344.8,555.6,355.6,360,23.2,0,0,0,0,0,0,0,0
15330,96000,2,2,1,45,21.6,0,0,70.8,79.6,223.6,0,0,70.8,80,223.6,0,-1,-1,-2,-1,-1,-1,1
15331,12000,1,2,2,40,7051.2,8009.6,8169.6,8240.4,7996.8,7756.8,1200,400,314.4,0,0,0,4,3,4,4,4,3,0
15332,44000,2,1,2,29,12384.4,12744,14101.6,12100,8574.4,10130,680,1600,0,400,2000,1200,0,0,0,2,0,0,1
15333,84000,2,1,1,36,63162.8,80529.6,82888.8,83675.6,42436,43320,20000,4258.4,3440.4,1440.4,1487.6,1320,0,0,0,0,0,0,1
15334,56000,2,2,1,41,402.8,1472,1685.6,1516,1342.8,1370.4,1474,1685.6,30.4,26.8,27.6,550.4,-1,-1,-1,0,0,0,1
15335,108000,2,2,2,36,152.4,1350.4,1183.2,1661.6,2354,1251.6,1362.4,1193.2,1668.8,2364.8,1257.2,0,-1,-1,-1,-1,-1,-1,0
15336,20000,2,3,1,44,20362.4,19555.2,18814.8,4874.8,3984.8,4006,803.6,472,400,400,139.2,400,0,0,0,0,0,0,1
15337,76000,2,2,1,30,1855.6,1887.2,2244,2920,1877.6,900,440,644,924,800,400,120,0,0,0,0,0,0,1
15338,40000,2,1,2,30,1945.6,3635.6,5413.6,6463.2,2680,3092,2320,2400,1750,2680,1200,0,0,0,0,0,-1,0,1
15339,180000,1,1,1,56,290.8,0,167.6,0,0,0,0,167.6,0,0,0,2461.6,-1,-1,-1,-1,-2,-2,1
15340,76000,1,2,1,52,7948.4,7703.6,8693.6,8434.8,9092.8,8891.2,0,1240,0,800,0,760,1,2,2,2,2,2,0
15341,12000,2,2,1,46,11545.6,12043.2,11746.8,11442,11142,11859.6,800,0,0,0,960,520,1,4,4,3,2,2,1
15342,136000,2,2,1,47,2301.6,192,1012.8,-14.4,42267.2,2196,192.8,1017.6,0.8,42478.4,2206.8,173.2,-2,-2,-2,-2,-2,-2,1
15343,8000,1,2,2,23,7928,7710.8,8398.8,8080,8000,0,800,2000,0,0,0,0,2,0,0,2,0,0,0
15344,160000,2,2,2,29,8012,1398.8,2690,2406.4,3594,5882,1405.2,2696.8,574,3612,5911.2,10292,-1,-1,-1,0,-1,-1,1
15345,20000,1,3,1,35,20343.6,20184.8,20261.6,8018.4,8026.8,7881.2,802.8,879.6,276.4,282.8,281.2,278.8,0,0,0,0,0,0,1
15346,56000,2,1,1,37,10474.8,11372.4,10456.4,9983.2,11029.6,10860.4,1200,800,800,1200,664.4,1400,0,0,0,0,0,0,1
15347,56000,1,1,2,29,332.8,0,330,163.6,208.4,166.4,0,330,0,211.2,166.4,423.6,-1,-1,-1,0,-1,-1,0
15348,64000,2,1,2,32,3856,0,0,1121.6,161.2,101.2,0,0,1121.6,161.2,0,1257.6,-1,-1,-2,-1,-1,2,1
15349,200000,2,1,2,30,23230.4,23813.6,20402.4,17744,13691.6,15152,800.4,2648,2406,4000.4,1654.8,2000,0,0,0,0,0,0,1
15350,36000,2,1,2,30,140,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-2,-2,-2,-2,0
15351,32000,1,2,1,56,30784.8,31785.2,31904.4,12114.4,11959.2,12145.6,1600,1400,440,440,480,400,0,0,0,0,0,0,0
15352,180000,2,1,2,33,655.2,21796,45136.4,45041.2,36080.8,15825.6,21796,25136.4,800,0,400,10889.6,2,-1,0,0,0,0,1
15353,28000,1,2,1,28,3434.8,3754.4,3782.4,3811.2,2992.4,3117.6,440,471.2,500,120,160,100,1,2,0,0,0,0,1
15354,88000,2,1,2,32,18138.4,16992,14864,11664.4,8083.6,9071.6,778.8,800,1510.4,242.4,4305.6,1286.8,0,0,0,0,0,0,1
15355,152000,1,3,2,35,1195.6,1492.4,1201.2,27650.8,13526,46341.6,1496.8,1204.8,27717.6,13530.8,46344,25794.4,-1,-1,-1,-1,-1,-1,1
15356,8000,2,2,1,40,7808,6498.8,2674.8,2066,2024,872,649.2,504.8,440.4,872,0,0,0,0,0,0,0,0,1
15357,96000,2,2,1,40,22532.4,5437.6,0,0,0,0,1201.6,0,0,0,0,0,0,0,0,-2,-2,-2,1
15358,12000,2,1,2,26,12480.8,13120.4,12036.8,12059.2,12088.8,11579.6,966,0,418,366,425.2,163.6,2,2,2,0,0,0,0
15359,92000,1,1,2,31,12950,14726.8,16068,17389.2,17865.2,18882.8,2000,2000,2000,1200,2000,2000,0,0,0,0,0,0,1
15360,92000,2,1,2,38,44676.4,47143.2,48678.8,47908.8,46292,44488.8,3200,2400,2000,2000,2000,2000,0,0,0,0,0,0,1
15361,64000,2,1,2,29,286.8,1306,2042,1330.4,2192.8,1079.2,1307.6,2043.6,1331.2,2197.6,1145.6,946.8,-2,-2,-2,-2,-2,-2,0
15362,88000,2,3,1,52,244.8,4244.8,890,1912.8,166.4,4914.8,4244.8,890,1912.8,2114.4,4914.8,166.4,-2,-2,-2,-2,-2,-2,1
15363,20000,1,1,2,26,12516.8,13106.4,13770.4,13890,7219.6,7837.2,800,1000,541.2,600,800,600.4,0,0,0,0,0,0,1
15364,56000,1,2,1,31,29320.8,29815.6,30289.6,29563.6,31322,30755.2,1200,1200,0,2305.2,0,2440,1,2,2,2,2,2,0
15365,12000,1,5,2,25,1080,359.6,-632.4,11367.6,11606.4,12363.2,359.6,0,12000,422,950.4,0,-2,-1,-1,-1,0,0,1
15366,160000,1,1,2,33,-66.4,-196,11674.4,12315.6,3151.6,5571.2,0.4,12000.4,851.2,1203.6,3202.4,411.2,1,-2,-1,0,0,0,1
15367,8000,1,2,2,25,0,0,0,0,6932,6426.4,0,0,0,6932,295.2,400,1,-2,-2,-2,-1,0,1
15368,20000,2,3,1,48,10282.4,10016,10150.4,9538,8676.4,8170.4,573.6,982.4,313.6,0,311.2,229.2,2,0,0,2,2,0,0
15369,104000,2,1,2,31,31336.4,17662,11111.6,11095.2,11169.2,11257.2,4000,12060,800,1200,800,800,0,0,-1,0,0,0,1
15370,8000,2,1,2,26,8373.2,8880.8,8746.8,8725.2,8491.2,8645.6,1080,560,560,320,713.2,400,0,0,0,0,0,0,0
15371,8000,1,2,2,24,2716.8,2616,2911.2,2805.2,2959.2,3510,0,400,0,200,600,0,1,3,2,2,0,0,0
15372,12000,2,2,2,23,6977.6,4510.4,5329.6,2170.8,1808.4,0,910.4,931.2,574,36,0,0,0,0,0,0,0,0,1
15373,8000,1,3,1,38,2648,2845.6,1579.2,7535.2,-28.4,3571.6,860.4,1440,8017.6,26,3600,2081.2,0,0,0,-1,-1,-1,1
15374,32000,2,2,2,27,27840.8,27172,28882,29246.4,29920.4,29377.6,0,2400,1080,1200,0,2120,2,3,2,2,2,2,1
15375,200000,1,2,1,41,710.8,9520,118.8,3736.8,1407.2,2238.8,9520,118.8,3736.8,1407.2,2238.8,286.8,-2,-2,-2,-2,-2,-2,1
15376,140000,2,2,1,38,0,0,0,0,4610,4704,0,0,0,4610,94,908,1,-2,-2,-2,-1,0,1
15377,60000,1,3,1,45,512,156,156,312,698.4,0,0,156,312,698.4,0,0,-1,2,-1,-1,-1,-1,1
15378,72000,2,1,2,31,6396.4,589.2,10750.4,21356,14116.8,24764,589.2,10750.4,21356,14116.8,24764,9565.2,-1,-1,-1,-1,-1,-1,1
15379,56000,2,1,2,25,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,0
15380,20000,1,1,2,28,20378.8,9500,4442,2384,2088,1209.6,1372.8,428.4,63.2,200,160,134.8,0,0,0,0,0,0,1
